Gene stable ID	Pig gene stable ID	Pig homology type	Pig orthology confidence [0 low, 1 high]
ENSMUSG00000025007	ENSSSCG00000010495	ortholog_one2one	1
ENSMUSG00000032417	ENSSSCG00000029129	ortholog_one2one	1
ENSMUSG00000029647	ENSSSCG00000009319	ortholog_one2one	1
ENSMUSG00000041309	ENSSSCG00000036098	ortholog_one2one	1
ENSMUSG00000049791	ENSSSCG00000014920	ortholog_one2one	1
ENSMUSG00000040113	ENSSSCG00000006281	ortholog_one2one	1
ENSMUSG00000030223	ENSSSCG00000000601	ortholog_one2one	1
ENSMUSG00000051652	ENSSSCG00000053846	ortholog_one2one	1
ENSMUSG00000035773	ENSSSCG00000013420	ortholog_one2one	1
ENSMUSG00000031467	ENSSSCG00000015755	ortholog_one2one	1
ENSMUSG00000032076	ENSSSCG00000031831	ortholog_one2one	1
ENSMUSG00000036882	ENSSSCG00000039135	ortholog_one2one	1
ENSMUSG00000034165	ENSSSCG00000032284	ortholog_one2one	1
ENSMUSG00000020232	ENSSSCG00000040421	ortholog_one2one	1
ENSMUSG00000026470	ENSSSCG00000015539	ortholog_one2one	1
ENSMUSG00000038393	ENSSSCG00000031262	ortholog_one2one	1
ENSMUSG00000035764	ENSSSCG00000033030	ortholog_one2one	1
ENSMUSG00000049321	ENSSSCG00000029380	ortholog_one2one	1
ENSMUSG00000022853	ENSSSCG00000040296	ortholog_one2one	1
ENSMUSG00000008489	ENSSSCG00000005130	ortholog_one2one	1
ENSMUSG00000037419	ENSSSCG00000014965	ortholog_one2one	1
ENSMUSG00000022525	ENSSSCG00000036094	ortholog_one2one	1
ENSMUSG00000031936	ENSSSCG00000030461	ortholog_one2one	1
ENSMUSG00000067722	ENSSSCG00000038882	ortholog_one2one	1
ENSMUSG00000021486	ENSSSCG00000031182	ortholog_one2one	1
ENSMUSG00000024340	ENSSSCG00000025071	ortholog_one2one	1
ENSMUSG00000027884	ENSSSCG00000006841	ortholog_one2one	1
ENSMUSG00000034584	ENSSSCG00000015010	ortholog_one2one	1
ENSMUSG00000043807	ENSSSCG00000062414	ortholog_one2one	1
ENSMUSG00000048752	ENSSSCG00000011327	ortholog_one2one	1
ENSMUSG00000054793	ENSSSCG00000003061	ortholog_one2one	1
ENSMUSG00000022682	ENSSSCG00000033356	ortholog_one2one	1
ENSMUSG00000021499	ENSSSCG00000028294	ortholog_one2one	1
ENSMUSG00000089809	ENSSSCG00000029507	ortholog_one2one	1
ENSMUSG00000030301	ENSSSCG00000024232	ortholog_one2one	1
ENSMUSG00000034007	ENSSSCG00000001865	ortholog_one2one	1
ENSMUSG00000032900	ENSSSCG00000040454	ortholog_one2one	1
ENSMUSG00000025789	ENSSSCG00000039271	ortholog_one2one	1
ENSMUSG00000047417	ENSSSCG00000040624	ortholog_one2one	1
ENSMUSG00000030431	ENSSSCG00000035417	ortholog_one2one	1
ENSMUSG00000062209	ENSSSCG00000016160	ortholog_one2one	1
ENSMUSG00000034825	ENSSSCG00000014570	ortholog_one2one	1
ENSMUSG00000025877	ENSSSCG00000014048	ortholog_one2one	1
ENSMUSG00000036941	ENSSSCG00000024479	ortholog_one2one	1
ENSMUSG00000063605	ENSSSCG00000028723	ortholog_one2one	1
ENSMUSG00000002249	ENSSSCG00000001544	ortholog_one2one	1
ENSMUSG00000020374	ENSSSCG00000014011	ortholog_one2one	1
ENSMUSG00000052353	ENSSSCG00000038929	ortholog_one2one	1
ENSMUSG00000024366	ENSSSCG00000014329	ortholog_one2one	1
ENSMUSG00000024604	ENSSSCG00000023231	ortholog_one2one	1
ENSMUSG00000024798	ENSSSCG00000010459	ortholog_one2one	1
ENSMUSG00000038872	ENSSSCG00000002752	ortholog_one2one	1
ENSMUSG00000031060	ENSSSCG00000012271	ortholog_one2one	1
ENSMUSG00000006299	ENSSSCG00000016189	ortholog_one2one	1
ENSMUSG00000038550	ENSSSCG00000038374	ortholog_one2one	1
ENSMUSG00000024697	ENSSSCG00000005284	ortholog_one2one	1
ENSMUSG00000039473	ENSSSCG00000007924	ortholog_one2one	1
ENSMUSG00000054717	ENSSSCG00000009704	ortholog_one2one	1
ENSMUSG00000024858	ENSSSCG00000012918	ortholog_one2one	1
ENSMUSG00000034647	ENSSSCG00000003682	ortholog_one2one	1
ENSMUSG00000024590	ENSSSCG00000014248	ortholog_one2one	1
ENSMUSG00000039634	ENSSSCG00000034239	ortholog_one2one	1
ENSMUSG00000028163	ENSSSCG00000030957	ortholog_one2one	1
ENSMUSG00000031441	ENSSSCG00000037561	ortholog_one2one	1
ENSMUSG00000095115	ENSSSCG00000039337	ortholog_one2one	1
ENSMUSG00000028617	ENSSSCG00000029698	ortholog_one2one	1
ENSMUSG00000025726	ENSSSCG00000002632	ortholog_one2one	1
ENSMUSG00000024552	ENSSSCG00000004491	ortholog_one2one	1
ENSMUSG00000019368	ENSSSCG00000038709	ortholog_one2one	1
ENSMUSG00000030553	ENSSSCG00000004811	ortholog_one2one	1
ENSMUSG00000032494	ENSSSCG00000023395	ortholog_one2one	1
ENSMUSG00000020032	ENSSSCG00000032861	ortholog_one2one	1
ENSMUSG00000043262	ENSSSCG00000013362	ortholog_one2one	1
ENSMUSG00000001227	ENSSSCG00000035176	ortholog_one2one	1
ENSMUSG00000020262	ENSSSCG00000012089	ortholog_one2one	1
ENSMUSG00000054191	ENSSSCG00000013730	ortholog_one2one	1
ENSMUSG00000024620	ENSSSCG00000022741	ortholog_one2one	1
ENSMUSG00000031879	ENSSSCG00000033027	ortholog_one2one	1
ENSMUSG00000052915	ENSSSCG00000017476	ortholog_one2one	1
ENSMUSG00000014226	ENSSSCG00000015504	ortholog_one2one	1
ENSMUSG00000059003	ENSSSCG00000031290	ortholog_one2one	1
ENSMUSG00000009863	ENSSSCG00000020926	ortholog_one2one	1
ENSMUSG00000003573	ENSSSCG00000013919	ortholog_one2one	1
ENSMUSG00000032527	ENSSSCG00000011653	ortholog_one2one	1
ENSMUSG00000030413	ENSSSCG00000038688	ortholog_one2one	1
ENSMUSG00000070462	ENSSSCG00000037209	ortholog_one2one	1
ENSMUSG00000062785	ENSSSCG00000003214	ortholog_one2one	1
ENSMUSG00000018567	ENSSSCG00000017936	ortholog_one2one	1
ENSMUSG00000024312	ENSSSCG00000001504	ortholog_one2one	1
ENSMUSG00000032649	ENSSSCG00000030217	ortholog_one2one	1
ENSMUSG00000047557	ENSSSCG00000020984	ortholog_one2one	1
ENSMUSG00000048939	ENSSSCG00000026260	ortholog_one2one	1
ENSMUSG00000033184	ENSSSCG00000038156	ortholog_one2one	1
ENSMUSG00000021371	ENSSSCG00000054763	ortholog_one2one	1
ENSMUSG00000025192	ENSSSCG00000010540	ortholog_one2one	1
ENSMUSG00000028116	ENSSSCG00000052601	ortholog_one2one	1
ENSMUSG00000040928	ENSSSCG00000022801	ortholog_one2one	1
ENSMUSG00000030965	ENSSSCG00000010737	ortholog_one2one	1
ENSMUSG00000033276	ENSSSCG00000026964	ortholog_one2one	1
ENSMUSG00000025089	ENSSSCG00000010655	ortholog_one2one	1
ENSMUSG00000024258	ENSSSCG00000039230	ortholog_one2one	1
ENSMUSG00000031953	ENSSSCG00000028464	ortholog_one2one	1
ENSMUSG00000059336	ENSSSCG00000004492	ortholog_one2one	1
ENSMUSG00000002997	ENSSSCG00000037706	ortholog_one2one	1
ENSMUSG00000031584	ENSSSCG00000015844	ortholog_one2one	1
ENSMUSG00000029343	ENSSSCG00000009964	ortholog_one2one	1
ENSMUSG00000023995	ENSSSCG00000038553	ortholog_one2one	1
ENSMUSG00000046138	ENSSSCG00000005205	ortholog_one2one	1
ENSMUSG00000062132	ENSSSCG00000062012	ortholog_one2one	1
ENSMUSG00000022377	ENSSSCG00000028759	ortholog_one2one	1
ENSMUSG00000021699	ENSSSCG00000016929	ortholog_one2one	1
ENSMUSG00000028563	ENSSSCG00000038861	ortholog_one2one	1
ENSMUSG00000048652	ENSSSCG00000026005	ortholog_one2one	1
ENSMUSG00000046961	ENSSSCG00000011888	ortholog_one2one	1
ENSMUSG00000051900	ENSSSCG00000035000	ortholog_one2one	1
ENSMUSG00000043391	ENSSSCG00000038724	ortholog_one2one	1
ENSMUSG00000024410	ENSSSCG00000026851	ortholog_one2one	1
ENSMUSG00000040037	ENSSSCG00000025085	ortholog_one2one	1
ENSMUSG00000024800	ENSSSCG00000010460	ortholog_one2one	1
ENSMUSG00000048520	ENSSSCG00000037822	ortholog_one2one	1
ENSMUSG00000039166	ENSSSCG00000036790	ortholog_one2one	1
ENSMUSG00000032125	ENSSSCG00000015203	ortholog_one2one	1
ENSMUSG00000022769	ENSSSCG00000054186	ortholog_one2one	1
ENSMUSG00000028070	ENSSSCG00000006480	ortholog_one2one	1
ENSMUSG00000002846	ENSSSCG00000037639	ortholog_one2one	1
ENSMUSG00000003872	ENSSSCG00000003157	ortholog_one2one	1
ENSMUSG00000025977	ENSSSCG00000016082	ortholog_one2one	1
ENSMUSG00000040569	ENSSSCG00000006116	ortholog_one2one	1
ENSMUSG00000035357	ENSSSCG00000011521	ortholog_one2one	1
ENSMUSG00000020091	ENSSSCG00000034444	ortholog_one2one	1
ENSMUSG00000021120	ENSSSCG00000039351	ortholog_one2one	1
ENSMUSG00000059713	ENSSSCG00000024818	ortholog_one2one	1
ENSMUSG00000030677	ENSSSCG00000029509	ortholog_one2one	1
ENSMUSG00000000134	ENSSSCG00000012287	ortholog_one2one	1
ENSMUSG00000025216	ENSSSCG00000022693	ortholog_one2one	1
ENSMUSG00000022766	ENSSSCG00000010093	ortholog_one2one	1
ENSMUSG00000037411	ENSSSCG00000025698	ortholog_one2one	1
ENSMUSG00000068335	ENSSSCG00000008265	ortholog_one2one	1
ENSMUSG00000024960	ENSSSCG00000013034	ortholog_one2one	1
ENSMUSG00000037638	ENSSSCG00000052434	ortholog_one2one	1
ENSMUSG00000019873	ENSSSCG00000036476	ortholog_one2one	1
ENSMUSG00000021025	ENSSSCG00000001952	ortholog_one2one	1
ENSMUSG00000052419	ENSSSCG00000057236	ortholog_one2one	1
ENSMUSG00000049871	ENSSSCG00000007956	ortholog_one2one	1
ENSMUSG00000050122	ENSSSCG00000033394	ortholog_one2one	1
ENSMUSG00000019518	ENSSSCG00000034288	ortholog_one2one	1
ENSMUSG00000040859	ENSSSCG00000026392	ortholog_one2one	1
ENSMUSG00000028125	ENSSSCG00000006890	ortholog_one2one	1
ENSMUSG00000067288	ENSSSCG00000013597	ortholog_one2one	1
ENSMUSG00000034258	ENSSSCG00000021606	ortholog_one2one	1
ENSMUSG00000051618	ENSSSCG00000014691	ortholog_one2one	1
ENSMUSG00000047648	ENSSSCG00000004121	ortholog_one2one	1
ENSMUSG00000108367	ENSSSCG00000003049	ortholog_one2one	1
ENSMUSG00000022863	ENSSSCG00000012014	ortholog_one2one	1
ENSMUSG00000031502	ENSSSCG00000044700	ortholog_one2one	1
ENSMUSG00000056459	ENSSSCG00000039616	ortholog_one2one	1
ENSMUSG00000049109	ENSSSCG00000024392	ortholog_one2one	1
ENSMUSG00000021687	ENSSSCG00000034795	ortholog_one2one	1
ENSMUSG00000022787	ENSSSCG00000036536	ortholog_one2one	1
ENSMUSG00000039315	ENSSSCG00000022448	ortholog_one2one	1
ENSMUSG00000026288	ENSSSCG00000016298	ortholog_one2one	1
ENSMUSG00000000127	ENSSSCG00000027074	ortholog_one2one	1
ENSMUSG00000022750	ENSSSCG00000010108	ortholog_one2one	1
ENSMUSG00000044067	ENSSSCG00000015442	ortholog_one2one	1
ENSMUSG00000068250	ENSSSCG00000034407	ortholog_one2one	1
ENSMUSG00000020015	ENSSSCG00000028182	ortholog_one2one	1
ENSMUSG00000021264	ENSSSCG00000037558	ortholog_one2one	1
ENSMUSG00000013936	ENSSSCG00000039710	ortholog_one2one	1
ENSMUSG00000028199	ENSSSCG00000003780	ortholog_one2one	1
ENSMUSG00000022895	ENSSSCG00000038948	ortholog_one2one	1
ENSMUSG00000037787	ENSSSCG00000054301	ortholog_one2one	1
ENSMUSG00000021400	ENSSSCG00000001010	ortholog_one2one	1
ENSMUSG00000048677	ENSSSCG00000012875	ortholog_one2one	1
ENSMUSG00000058240	ENSSSCG00000028377	ortholog_one2one	1
ENSMUSG00000024273	ENSSSCG00000030002	ortholog_one2one	1
ENSMUSG00000032017	ENSSSCG00000015131	ortholog_one2one	1
ENSMUSG00000034157	ENSSSCG00000029760	ortholog_one2one	1
ENSMUSG00000063200	ENSSSCG00000040816	ortholog_one2one	1
ENSMUSG00000034245	ENSSSCG00000028031	ortholog_one2one	1
ENSMUSG00000024538	ENSSSCG00000031128	ortholog_one2one	1
ENSMUSG00000025410	ENSSSCG00000000444	ortholog_one2one	1
ENSMUSG00000054199	ENSSSCG00000006510	ortholog_one2one	1
ENSMUSG00000031250	ENSSSCG00000012480	ortholog_one2one	1
ENSMUSG00000052221	ENSSSCG00000002275	ortholog_one2one	1
ENSMUSG00000029185	ENSSSCG00000008785	ortholog_one2one	1
ENSMUSG00000079487	ENSSSCG00000012396	ortholog_one2one	1
ENSMUSG00000032845	ENSSSCG00000004918	ortholog_one2one	1
ENSMUSG00000035936	ENSSSCG00000001090	ortholog_one2one	1
ENSMUSG00000061048	ENSSSCG00000023162	ortholog_one2one	1
ENSMUSG00000049882	ENSSSCG00000036735	ortholog_one2one	1
ENSMUSG00000024725	ENSSSCG00000005273	ortholog_one2one	1
ENSMUSG00000019302	ENSSSCG00000017401	ortholog_one2one	1
ENSMUSG00000024175	ENSSSCG00000032076	ortholog_one2one	1
ENSMUSG00000027703	ENSSSCG00000023679	ortholog_one2one	1
ENSMUSG00000050875	ENSSSCG00000014261	ortholog_one2one	1
ENSMUSG00000040669	ENSSSCG00000000661	ortholog_one2one	1
ENSMUSG00000042901	ENSSSCG00000010835	ortholog_one2one	1
ENSMUSG00000040322	ENSSSCG00000006848	ortholog_one2one	1
ENSMUSG00000021306	ENSSSCG00000038853	ortholog_one2one	1
ENSMUSG00000032315	ENSSSCG00000001906	ortholog_one2one	1
ENSMUSG00000029499	ENSSSCG00000045726	ortholog_one2one	1
ENSMUSG00000039982	ENSSSCG00000013145	ortholog_one2one	1
ENSMUSG00000046982	ENSSSCG00000004861	ortholog_one2one	1
ENSMUSG00000048148	ENSSSCG00000013865	ortholog_one2one	1
ENSMUSG00000038630	ENSSSCG00000037744	ortholog_one2one	1
ENSMUSG00000036167	ENSSSCG00000000793	ortholog_one2one	1
ENSMUSG00000028019	ENSSSCG00000024960	ortholog_one2one	1
ENSMUSG00000024561	ENSSSCG00000004516	ortholog_one2one	1
ENSMUSG00000003559	ENSSSCG00000010592	ortholog_one2one	1
ENSMUSG00000019179	ENSSSCG00000025486	ortholog_one2one	1
ENSMUSG00000058952	ENSSSCG00000009138	ortholog_one2one	1
ENSMUSG00000023944	ENSSSCG00000001701	ortholog_one2one	1
ENSMUSG00000036995	ENSSSCG00000028108	ortholog_one2one	1
ENSMUSG00000027997	ENSSSCG00000009140	ortholog_one2one	1
ENSMUSG00000059288	ENSSSCG00000000999	ortholog_one2one	1
ENSMUSG00000034872	ENSSSCG00000054746	ortholog_one2one	1
ENSMUSG00000019791	ENSSSCG00000004221	ortholog_one2one	1
ENSMUSG00000047787	ENSSSCG00000013044	ortholog_one2one	1
ENSMUSG00000068739	ENSSSCG00000006835	ortholog_one2one	1
ENSMUSG00000090958	ENSSSCG00000014869	ortholog_one2one	1
ENSMUSG00000024749	ENSSSCG00000005266	ortholog_one2one	1
ENSMUSG00000032643	ENSSSCG00000003644	ortholog_one2one	1
ENSMUSG00000002983	ENSSSCG00000038879	ortholog_one2one	1
ENSMUSG00000035578	ENSSSCG00000011855	ortholog_one2one	1
ENSMUSG00000029352	ENSSSCG00000009954	ortholog_one2one	1
ENSMUSG00000034928	ENSSSCG00000014056	ortholog_one2one	1
ENSMUSG00000035451	ENSSSCG00000037634	ortholog_one2one	1
ENSMUSG00000036097	ENSSSCG00000037592	ortholog_one2one	1
ENSMUSG00000028976	ENSSSCG00000039651	ortholog_one2one	1
ENSMUSG00000020123	ENSSSCG00000033383	ortholog_one2one	1
ENSMUSG00000022969	ENSSSCG00000041289	ortholog_one2one	1
ENSMUSG00000003134	ENSSSCG00000008169	ortholog_one2one	1
ENSMUSG00000010154	ENSSSCG00000002635	ortholog_one2one	1
ENSMUSG00000034453	ENSSSCG00000057209	ortholog_one2one	1
ENSMUSG00000040372	ENSSSCG00000035240	ortholog_one2one	1
ENSMUSG00000055725	ENSSSCG00000009259	ortholog_one2one	1
ENSMUSG00000078719	ENSSSCG00000038905	ortholog_one2one	1
ENSMUSG00000022305	ENSSSCG00000006039	ortholog_one2one	1
ENSMUSG00000059920	ENSSSCG00000034645	ortholog_one2one	1
ENSMUSG00000021066	ENSSSCG00000005020	ortholog_one2one	1
ENSMUSG00000032942	ENSSSCG00000014834	ortholog_one2one	1
ENSMUSG00000006678	ENSSSCG00000022240	ortholog_one2one	1
ENSMUSG00000061535	ENSSSCG00000008737	ortholog_one2one	1
ENSMUSG00000034192	ENSSSCG00000011601	ortholog_one2one	1
ENSMUSG00000040455	ENSSSCG00000004351	ortholog_one2one	1
ENSMUSG00000039637	ENSSSCG00000007944	ortholog_one2one	1
ENSMUSG00000049686	ENSSSCG00000034510	ortholog_one2one	1
ENSMUSG00000046897	ENSSSCG00000036564	ortholog_one2one	1
ENSMUSG00000039477	ENSSSCG00000022553	ortholog_one2one	1
ENSMUSG00000036446	ENSSSCG00000000916	ortholog_one2one	1
ENSMUSG00000037493	ENSSSCG00000001762	ortholog_one2one	1
ENSMUSG00000028093	ENSSSCG00000006697	ortholog_one2one	1
ENSMUSG00000030200	ENSSSCG00000000623	ortholog_one2one	1
ENSMUSG00000040536	ENSSSCG00000031424	ortholog_one2one	1
ENSMUSG00000023961	ENSSSCG00000025788	ortholog_one2one	1
ENSMUSG00000003031	ENSSSCG00000037144	ortholog_one2one	1
ENSMUSG00000008307	ENSSSCG00000015316	ortholog_one2one	1
ENSMUSG00000036395	ENSSSCG00000015258	ortholog_one2one	1
ENSMUSG00000058799	ENSSSCG00000000522	ortholog_one2one	1
ENSMUSG00000067825	ENSSSCG00000027190	ortholog_one2one	1
ENSMUSG00000023921	ENSSSCG00000001732	ortholog_one2one	1
ENSMUSG00000028636	ENSSSCG00000058636	ortholog_one2one	1
ENSMUSG00000056917	ENSSSCG00000012982	ortholog_one2one	1
ENSMUSG00000041949	ENSSSCG00000051585	ortholog_one2one	1
ENSMUSG00000034311	ENSSSCG00000012377	ortholog_one2one	1
ENSMUSG00000036565	ENSSSCG00000007565	ortholog_one2one	1
ENSMUSG00000075700	ENSSSCG00000053786	ortholog_one2one	1
ENSMUSG00000059669	ENSSSCG00000008637	ortholog_one2one	1
ENSMUSG00000037730	ENSSSCG00000026829	ortholog_one2one	1
ENSMUSG00000035367	ENSSSCG00000039950	ortholog_one2one	1
ENSMUSG00000028577	ENSSSCG00000005126	ortholog_one2one	1
ENSMUSG00000060890	ENSSSCG00000012379	ortholog_one2one	1
ENSMUSG00000029918	ENSSSCG00000013470	ortholog_one2one	1
ENSMUSG00000036158	ENSSSCG00000034491	ortholog_one2one	1
ENSMUSG00000001366	ENSSSCG00000002629	ortholog_one2one	1
ENSMUSG00000021638	ENSSSCG00000021514	ortholog_one2one	1
ENSMUSG00000063952	ENSSSCG00000020803	ortholog_one2one	1
ENSMUSG00000027963	ENSSSCG00000006861	ortholog_one2one	1
ENSMUSG00000029649	ENSSSCG00000037170	ortholog_one2one	1
ENSMUSG00000046242	ENSSSCG00000037044	ortholog_one2one	1
ENSMUSG00000022415	ENSSSCG00000020873	ortholog_one2one	1
ENSMUSG00000032812	ENSSSCG00000014817	ortholog_one2one	1
ENSMUSG00000012396	ENSSSCG00000040403	ortholog_one2one	1
ENSMUSG00000040560	ENSSSCG00000004538	ortholog_one2one	1
ENSMUSG00000033233	ENSSSCG00000006732	ortholog_one2one	1
ENSMUSG00000022498	ENSSSCG00000007896	ortholog_one2one	1
ENSMUSG00000037139	ENSSSCG00000036534	ortholog_one2one	1
ENSMUSG00000061313	ENSSSCG00000015818	ortholog_one2one	1
ENSMUSG00000047694	ENSSSCG00000028336	ortholog_one2one	1
ENSMUSG00000029683	ENSSSCG00000016605	ortholog_one2one	1
ENSMUSG00000041431	ENSSSCG00000029326	ortholog_one2one	1
ENSMUSG00000059201	ENSSSCG00000040464	ortholog_one2one	1
ENSMUSG00000032534	ENSSSCG00000011645	ortholog_one2one	1
ENSMUSG00000039032	ENSSSCG00000016551	ortholog_one2one	1
ENSMUSG00000028174	ENSSSCG00000003794	ortholog_one2one	1
ENSMUSG00000002524	ENSSSCG00000038800	ortholog_one2one	1
ENSMUSG00000041688	ENSSSCG00000012591	ortholog_one2one	1
ENSMUSG00000028948	ENSSSCG00000030253	ortholog_one2one	1
ENSMUSG00000045962	ENSSSCG00000000753	ortholog_one2one	1
ENSMUSG00000028011	ENSSSCG00000008868	ortholog_one2one	1
ENSMUSG00000034271	ENSSSCG00000035895	ortholog_one2one	1
ENSMUSG00000047797	ENSSSCG00000012394	ortholog_one2one	1
ENSMUSG00000001870	ENSSSCG00000008510	ortholog_one2one	1
ENSMUSG00000033364	ENSSSCG00000016194	ortholog_one2one	1
ENSMUSG00000020639	ENSSSCG00000008585	ortholog_one2one	1
ENSMUSG00000028016	ENSSSCG00000030617	ortholog_one2one	1
ENSMUSG00000034110	ENSSSCG00000040985	ortholog_one2one	1
ENSMUSG00000044312	ENSSSCG00000034488	ortholog_one2one	1
ENSMUSG00000049387	ENSSSCG00000060404	ortholog_one2one	1
ENSMUSG00000043673	ENSSSCG00000031905	ortholog_one2one	1
ENSMUSG00000020078	ENSSSCG00000010250	ortholog_one2one	1
ENSMUSG00000020581	ENSSSCG00000015363	ortholog_one2one	1
ENSMUSG00000040998	ENSSSCG00000038801	ortholog_one2one	1
ENSMUSG00000018001	ENSSSCG00000034768	ortholog_one2one	1
ENSMUSG00000050890	ENSSSCG00000030660	ortholog_one2one	1
ENSMUSG00000021071	ENSSSCG00000005025	ortholog_one2one	1
ENSMUSG00000031807	ENSSSCG00000013878	ortholog_one2one	1
ENSMUSG00000070806	ENSSSCG00000003967	ortholog_one2one	1
ENSMUSG00000019841	ENSSSCG00000025703	ortholog_one2one	1
ENSMUSG00000047675	ENSSSCG00000003930	ortholog_one2one	1
ENSMUSG00000045620	ENSSSCG00000001879	ortholog_one2one	1
ENSMUSG00000032735	ENSSSCG00000014430	ortholog_one2one	1
ENSMUSG00000013150	ENSSSCG00000024750	ortholog_one2one	1
ENSMUSG00000070737	ENSSSCG00000032660	ortholog_one2one	1
ENSMUSG00000063446	ENSSSCG00000005393	ortholog_one2one	1
ENSMUSG00000008976	ENSSSCG00000037655	ortholog_one2one	1
ENSMUSG00000059741	ENSSSCG00000011325	ortholog_one2one	1
ENSMUSG00000049929	ENSSSCG00000012445	ortholog_one2one	1
ENSMUSG00000024502	ENSSSCG00000014420	ortholog_one2one	1
ENSMUSG00000024049	ENSSSCG00000003693	ortholog_one2one	1
ENSMUSG00000031163	ENSSSCG00000031477	ortholog_one2one	1
ENSMUSG00000040181	ENSSSCG00000015268	ortholog_one2one	1
ENSMUSG00000049858	ENSSSCG00000000376	ortholog_one2one	1
ENSMUSG00000040740	ENSSSCG00000032950	ortholog_one2one	1
ENSMUSG00000034055	ENSSSCG00000012411	ortholog_one2one	1
ENSMUSG00000059554	ENSSSCG00000004148	ortholog_one2one	1
ENSMUSG00000032978	ENSSSCG00000003970	ortholog_one2one	1
ENSMUSG00000055003	ENSSSCG00000000760	ortholog_one2one	1
ENSMUSG00000028194	ENSSSCG00000040735	ortholog_one2one	1
ENSMUSG00000056629	ENSSSCG00000033757	ortholog_one2one	1
ENSMUSG00000029765	ENSSSCG00000021562	ortholog_one2one	1
ENSMUSG00000038248	ENSSSCG00000004379	ortholog_one2one	1
ENSMUSG00000028788	ENSSSCG00000039885	ortholog_one2one	1
ENSMUSG00000022553	ENSSSCG00000005915	ortholog_one2one	1
ENSMUSG00000024927	ENSSSCG00000012981	ortholog_one2one	1
ENSMUSG00000075543	ENSSSCG00000009316	ortholog_one2one	1
ENSMUSG00000022718	ENSSSCG00000010135	ortholog_one2one	1
ENSMUSG00000004667	ENSSSCG00000021472	ortholog_one2one	1
ENSMUSG00000043885	ENSSSCG00000024933	ortholog_one2one	1
ENSMUSG00000043991	ENSSSCG00000050498	ortholog_one2one	1
ENSMUSG00000041147	ENSSSCG00000029039	ortholog_one2one	1
ENSMUSG00000005836	ENSSSCG00000003702	ortholog_one2one	1
ENSMUSG00000026307	ENSSSCG00000016334	ortholog_one2one	1
ENSMUSG00000057342	ENSSSCG00000030425	ortholog_one2one	1
ENSMUSG00000028785	ENSSSCG00000032664	ortholog_one2one	1
ENSMUSG00000023027	ENSSSCG00000016138	ortholog_one2one	1
ENSMUSG00000025014	ENSSSCG00000010505	ortholog_one2one	1
ENSMUSG00000024790	ENSSSCG00000013011	ortholog_one2one	1
ENSMUSG00000025172	ENSSSCG00000010522	ortholog_one2one	1
ENSMUSG00000032393	ENSSSCG00000004934	ortholog_one2one	1
ENSMUSG00000029213	ENSSSCG00000033373	ortholog_one2one	1
ENSMUSG00000094936	ENSSSCG00000058325	ortholog_one2one	1
ENSMUSG00000030249	ENSSSCG00000000571	ortholog_one2one	1
ENSMUSG00000042182	ENSSSCG00000001498	ortholog_one2one	1
ENSMUSG00000028495	ENSSSCG00000005169	ortholog_one2one	1
ENSMUSG00000022205	ENSSSCG00000032650	ortholog_one2one	1
ENSMUSG00000024901	ENSSSCG00000012944	ortholog_one2one	1
ENSMUSG00000032940	ENSSSCG00000037517	ortholog_one2one	1
ENSMUSG00000008301	ENSSSCG00000014244	ortholog_one2one	1
ENSMUSG00000010461	ENSSSCG00000034139	ortholog_one2one	1
ENSMUSG00000035420	ENSSSCG00000014228	ortholog_one2one	1
ENSMUSG00000029328	ENSSSCG00000037245	ortholog_one2one	1
ENSMUSG00000022435	ENSSSCG00000031423	ortholog_one2one	1
ENSMUSG00000047656	ENSSSCG00000013040	ortholog_one2one	1
ENSMUSG00000024527	ENSSSCG00000022947	ortholog_one2one	1
ENSMUSG00000050310	ENSSSCG00000016853	ortholog_one2one	1
ENSMUSG00000022679	ENSSSCG00000032056	ortholog_one2one	1
ENSMUSG00000054999	ENSSSCG00000013010	ortholog_one2one	1
ENSMUSG00000049488	ENSSSCG00000006108	ortholog_one2one	1
ENSMUSG00000050824	ENSSSCG00000033234	ortholog_one2one	1
ENSMUSG00000035923	ENSSSCG00000026533	ortholog_one2one	1
ENSMUSG00000025047	ENSSSCG00000010599	ortholog_one2one	1
ENSMUSG00000024190	ENSSSCG00000016991	ortholog_one2one	1
ENSMUSG00000020135	ENSSSCG00000023329	ortholog_one2one	1
ENSMUSG00000056342	ENSSSCG00000008382	ortholog_one2one	1
ENSMUSG00000035258	ENSSSCG00000011959	ortholog_one2one	1
ENSMUSG00000047866	ENSSSCG00000023391	ortholog_one2one	1
ENSMUSG00000024084	ENSSSCG00000008491	ortholog_one2one	1
ENSMUSG00000026074	ENSSSCG00000008164	ortholog_one2one	1
ENSMUSG00000046916	ENSSSCG00000031536	ortholog_one2one	1
ENSMUSG00000036602	ENSSSCG00000036744	ortholog_one2one	1
ENSMUSG00000020570	ENSSSCG00000058469	ortholog_one2one	1
ENSMUSG00000029480	ENSSSCG00000009758	ortholog_one2one	1
ENSMUSG00000019997	ENSSSCG00000004192	ortholog_one2one	1
ENSMUSG00000024096	ENSSSCG00000003680	ortholog_one2one	1
ENSMUSG00000009115	ENSSSCG00000029847	ortholog_one2one	1
ENSMUSG00000062563	ENSSSCG00000040267	ortholog_one2one	1
ENSMUSG00000044224	ENSSSCG00000016828	ortholog_one2one	1
